address,lat,lng
189A RIVERVALE DR,1.395527,103.9040179
122B SENGKANG EAST WAY,1.3871802,103.9066353
189C RIVERVALE DR,1.395412,103.9033989
250B COMPASSVALE ST,1.392063,103.899896
250C COMPASSVALE ST,1.392649,103.899902
122C SENGKANG EAST WAY,1.387603,103.90626
202A COMPASSVALE DR,1.38875,103.893254
302C ANCHORVALE LINK,1.3880786,103.8902351
202B SENGKANG EAST RD,1.388109,103.892735
262C COMPASSVALE ST,1.394689,103.895101
291C COMPASSVALE ST,1.396363,103.898608
204D COMPASSVALE DR,1.387542,103.895347
262B COMPASSVALE ST,1.395249,103.895461
302D ANCHORVALE LINK,1.388203,103.889734
307B ANCHORVALE RD,1.389574,103.887468
324C SENGKANG EAST WAY,1.39255,103.8918
319 SERANGOON AVE 2,1.3522467,103.8679141
321 SERANGOON AVE 2,1.351129,103.867686
322 SERANGOON AVE 3,1.3518401,103.8685936
142 SERANGOON NTH AVE 1,1.3674369,103.8740769
148 SERANGOON NTH AVE 1,1.368576,103.8733041
520 SERANGOON NTH AVE 4,1.3721647,103.8734868
506A SERANGOON NTH AVE 4,1.3728499,103.876257
506B SERANGOON NTH AVE 4,1.3731773,103.8756838
516 SERANGOON NTH AVE 4,1.3711385,103.8733134
234A SERANGOON AVE 2,1.3544003,103.8690466
236A SERANGOON AVE 2,1.3539957,103.8693637
149 TAMPINES ST 12,1.3514083,103.9425423
156 TAMPINES ST 12,1.3516141,103.9448992
146 TAMPINES AVE 5,1.3481155,103.9423611
427 TAMPINES ST 41,1.3595724,103.9485252
431 TAMPINES ST 41,1.3595289,103.9507006
895A TAMPINES ST 81,1.3476608,103.9324808
938 TAMPINES AVE 5,1.3479728,103.9417265
889 TAMPINES ST 81,1.3499373,103.9312118
894 TAMPINES ST 81,1.3488346,103.9320276
313 TAMPINES ST 33,1.3520559,103.9569561
309 TAMPINES ST 32,1.353433,103.956776
315 TAMPINES ST 33,1.3521985,103.9575907
230F TAMPINES ST 24,1.3563378,103.9507916
230D TAMPINES ST 24,1.3561139,103.9515168
308 TAMPINES ST 32,1.3529348,103.9568655
230E TAMPINES ST 24,1.3561166,103.9510635
495C TAMPINES ST 43,1.363215,103.9516074
495D TAMPINES ST 43,1.3637249,103.9520607
495F TAMPINES ST 43,1.3644523,103.9528766
329 TAMPINES ST 32,1.353331,103.958625
856F TAMPINES ST 82,1.3530042,103.9387805
324 TAMPINES ST 32,1.352408,103.9593132
856B TAMPINES ST 82,1.353138,103.9379173
327 TAMPINES ST 32,1.3524128,103.9584973
856C TAMPINES ST 82,1.3529026,103.9373755
335 TAMPINES ST 32,1.3524001,103.9606731
331 TAMPINES ST 32,1.3532838,103.9597665
333 TAMPINES ST 32,1.3534959,103.9610358
334 TAMPINES ST 32,1.3525438,103.9611264
738 TAMPINES ST 72,1.3591474,103.9336591
740 TAMPINES ST 72,1.3593719,103.9328434
739 TAMPINES ST 72,1.359296,103.9332966
892A TAMPINES AVE 8,1.3488673,103.9295576
737 TAMPINES ST 72,1.3589256,103.9340217
101A LOR 2 TOA PAYOH,1.3398094,103.8473045
172 WOODLANDS ST 13,1.4339806,103.777391
346 WOODLANDS ST 32,1.4324165,103.7811031
817 WOODLANDS ST 82,1.4418985,103.7908819
838 WOODLANDS ST 82,1.4418968,103.7911535
304 WOODLANDS ST 31,1.4298927,103.7737696
302 WOODLANDS ST 31,1.431797,103.7744033
328 WOODLANDS ST 32,1.430078,103.7794734
807 WOODLANDS ST 81,1.4420677,103.78726
176 WOODLANDS ST 13,1.4335521,103.7784549
179 WOODLANDS ST 13,1.4347091,103.7782964
322 WOODLANDS ST 32,1.4314774,103.7786586
412 WOODLANDS ST 41,1.428192,103.7728416
847 WOODLANDS ST 82,1.4421137,103.7916968
405 WOODLANDS ST 41,1.4299749,103.772321
117 MARSILING RISE,1.4382428,103.7801062
135 MARSILING RD,1.4375566,103.7777758
820 WOODLANDS ST 82,1.4411678,103.7903386
128 MARSILING RISE,1.4374204,103.7790207
114 MARSILING RISE,1.4388012,103.7812842
403 WOODLANDS ST 41,1.4307199,103.7720979
119 MARSILING RISE,1.4388622,103.7803109
138 MARSILING RD,1.4380917,103.7773005
122 MARSILING RISE,1.4391965,103.7796771
134 MARSILING RD,1.4367682,103.7776626
118 MARSILING RISE,1.4385132,103.7803788
111 WOODLANDS ST 13,1.4379153,103.7820991
115 MARSILING RISE,1.4381433,103.7808315
340 WOODLANDS AVE 1,1.4312411,103.7812842
356 WOODLANDS AVE 5,1.4334207,103.7849059
357 WOODLANDS AVE 5,1.4331299,103.7844532
359 WOODLANDS AVE 5,1.4341418,103.7840231
893A WOODLANDS DR 50,1.4367619,103.7906102
893C WOODLANDS DR 50,1.4363216,103.7906102
868 WOODLANDS ST 83,1.442564,103.7933895
797 WOODLANDS DR 72,1.4436587,103.8030157
798 WOODLANDS DR 72,1.4437287,103.8035591
788 WOODLANDS AVE 6,1.4432995,103.801748
647 WOODLANDS RING RD,1.4378722,103.8010235
650 WOODLANDS RING RD,1.4384611,103.8007519
654 WOODLANDS RING RD,1.4377371,103.7991219
636 WOODLANDS RING RD,1.4367671,103.8026221
788C WOODLANDS CRES,1.4438487,103.8019743
637 WOODLANDS RING RD,1.4373501,103.8023818
583 WOODLANDS DR 16,1.4304947,103.7953187
792 YISHUN RING RD,1.4207366,103.8321554
824 YISHUN ST 81,1.4136825,103.8332645
791 YISHUN AVE 2,1.420502,103.8336268
826 YISHUN ST 81,1.4140537,103.8325399
387 YISHUN RING RD,1.4295891,103.8472139
356 YISHUN RING RD,1.4251983,103.8454022
836 YISHUN ST 81,1.4153706,103.8330834
828 YISHUN ST 81,1.4150778,103.8329928
392 YISHUN AVE 6,1.4287329,103.8492521
405 YISHUN AVE 6,1.4268254,103.8492521
665 YISHUN AVE 4,1.4197441,103.840624
616 YISHUN RING RD,1.419705,103.8348771
293 YISHUN ST 22,1.4363967,103.8379745
292 YISHUN ST 22,1.4370064,103.8372726
608 YISHUN ST 61,1.4208771,103.8352836
405 BT BATOK WEST AVE 7,1.3657248,103.7455028
235 CHOA CHU KANG CTRL,1.37987,103.7488746
530 CHOA CHU KANG ST 51,1.3926881,103.7418369
757 CHOA CHU KANG NTH 5,1.3929385,103.745978
325 JURONG EAST ST 31,1.3488455,103.7290555
286C TOH GUAN RD,1.3390811,103.7445298
665A JURONG WEST ST 64,1.3399026,103.7032609
540 PASIR RIS ST 51,1.3694261,103.9507236
217 PASIR RIS ST 21,1.3694574,103.9608544
578 PASIR RIS ST 53,1.3741322,103.9475054
713 PASIR RIS ST 72,1.3825592,103.9377381
136 RIVERVALE ST,1.3891187,103.9050325
139 RIVERVALE ST,1.3883984,103.9042309
232A SERANGOON AVE 2,1.3543313,103.8683218
245 TAMPINES ST 21,1.3534341,103.9466216
147 TAMPINES AVE 5,1.3493614,103.9420891
328 TAMPINES ST 32,1.3535108,103.9584973
236 LOR 1 TOA PAYOH,1.3405133,103.8521961
821 WOODLANDS ST 82,1.4408748,103.7900883
869 WOODLANDS ST 83,1.4429149,103.7939539
646 WOODLANDS RING RD,1.4375825,103.8003896
636A YISHUN ST 61,1.419457,103.8395823
104A ANG MO KIO ST 11,1.3717844,103.8390261
721 BEDOK RESERVOIR RD,1.3362813,103.9259548
167 BEDOK STH AVE 3,1.3196374,103.9449899
629 BEDOK RESERVOIR RD,1.3345915,103.9144444
633 BEDOK RESERVOIR RD,1.3304552,103.9052231
643 BEDOK RESERVOIR RD,1.3310738,103.9058122
10D BEDOK STH AVE 2,1.3217402,103.9363754
664 JLN DAMAI,1.3342575,103.9089161
119 BISHAN ST 12,1.347259,103.850475
140 BT BATOK ST 11,1.3507386,103.743809
122 BT BATOK CTRL,1.351953,103.7470673
121 BT BATOK CTRL,1.3515933,103.7478824
223 BT BATOK EAST AVE 3,1.3481947,103.7530415
330 BT BATOK ST 33,1.3633816,103.7483315
287 BT BATOK EAST AVE 3,1.3471391,103.7582917
628 BT BATOK CTRL,1.3514322,103.7498737
107 GANGSA RD,1.3782249,103.7667985
144 PETIR RD,1.3757274,103.7677038
151 PETIR RD,1.3772025,103.7661648
147 GANGSA RD,1.37618,103.7655311
408 FAJAR RD,1.3818057,103.7686997
525 JELAPANG RD,1.3867016,103.7652142
532 JELAPANG RD,1.3847617,103.7647163
204 CHOA CHU KANG AVE 1,1.3805282,103.7491461
272 CHOA CHU KANG AVE 2,1.3788044,103.7430815
437 CHOA CHU KANG AVE 4,1.3841613,103.7405957
436 CHOA CHU KANG AVE 4,1.3846239,103.7404363
419 CHOA CHU KANG AVE 4,1.3820393,103.7415428
528 CHOA CHU KANG ST 51,1.3923776,103.7416333
555 CHOA CHU KANG NTH 6,1.3962657,103.7436097
553 CHOA CHU KANG NTH 6,1.3957862,103.7433122
768 CHOA CHU KANG ST 54,1.3940542,103.7494995
448 CHOA CHU KANG AVE 4,1.3804524,103.7371077
662 CHOA CHU KANG CRES,1.401417,103.750866
133 GEYLANG EAST AVE 1,1.3162818,103.8854927
130 GEYLANG EAST AVE 1,1.3169993,103.8878516
132 LOR AH SOO,1.3509307,103.8864427
357 HOUGANG AVE 7,1.3729709,103.8994913
615 HOUGANG AVE 8,1.3685883,103.884993
621 HOUGANG AVE 8,1.3702135,103.8831835
358 HOUGANG AVE 5,1.3688925,103.8955041
564 HOUGANG ST 51,1.3800593,103.8887093
853 HOUGANG CTRL,1.3692678,103.8939636
972 HOUGANG ST 91,1.378287,103.8791914
374 HOUGANG ST 31,1.362939,103.8897274
323 JURONG EAST ST 31,1.3484792,103.7290554
51 TEBAN GDNS RD,1.320759,103.737173
285D TOH GUAN RD,1.3380186,103.7458427
287A JURONG EAST ST 21,1.3384261,103.7438056
286B TOH GUAN RD,1.3386375,103.7452539
912 JURONG WEST ST 91,1.341313,103.687155
906 JURONG WEST ST 91,1.3415421,103.6855265
701 JURONG WEST ST 71,1.342512,103.6952982
842 JURONG WEST ST 81,1.3445807,103.6934907
760 JURONG WEST ST 74,1.3495991,103.6999161
363 YUNG AN RD,1.3366379,103.7202511
862 JURONG WEST ST 81,1.3502024,103.6969302
159 YUNG PING RD,1.3293202,103.7224457
332 TAH CHING RD,1.3386409,103.7237906
859 JURONG WEST ST 81,1.3493091,103.6961836
336 TAH CHING RD,1.3385974,103.7234186
257 SERANGOON CTRL DR,1.3552627,103.8718552
258 SERANGOON CTRL DR,1.3550337,103.8725778
255 SERANGOON CTRL DR,1.3551231,103.8706774
816 TAMPINES AVE 4,1.3475982,103.9380332
887 TAMPINES ST 81,1.3503718,103.9320276
491E TAMPINES ST 45,1.362443,103.9552563
493A TAMPINES AVE 9,1.362456,103.9525573
493C TAMPINES ST 43,1.3619094,103.9515341
492D TAMPINES ST 45,1.3637121,103.9538464
491D TAMPINES ST 45,1.3641852,103.9543798
496B TAMPINES ST 43,1.3615524,103.9510862
734 TAMPINES ST 71,1.358161,103.934401
712 TAMPINES ST 71,1.3590539,103.9371036
721 TAMPINES ST 71,1.3600832,103.9363784
728 TAMPINES ST 71,1.3562664,103.9349055
701 TAMPINES ST 71,1.3561825,103.9367183
723 TAMPINES ST 72,1.3600175,103.9351094
716 TAMPINES ST 71,1.3594227,103.9366504
11 JOO SENG RD,1.3350731,103.880717
10 JOO SENG RD,1.3346786,103.880205
19 JOO SENG RD,1.3346524,103.8809872
50 LOR 5 TOA PAYOH,1.33707,103.8526491
48 LOR 5 TOA PAYOH,1.3373594,103.8537345
81B LOR 4 TOA PAYOH,1.3359392,103.8497257
6 LOR 7 TOA PAYOH,1.3385844,103.8570908
7 LOR 7 TOA PAYOH,1.3379968,103.8572682
215 MARSILING LANE,1.4475945,103.7720494
123 MARSILING RISE,1.4391816,103.7791113
178 WOODLANDS ST 13,1.4345846,103.77764
344 WOODLANDS ST 32,1.4321269,103.7804694
786F WOODLANDS DR 60,1.4463735,103.8002765
798 YISHUN RING RD,1.4188635,103.8327295
788 YISHUN AVE 2,1.4210793,103.833933
318C YISHUN AVE 9,1.4334279,103.8434094
437 ANG MO KIO AVE 10,1.3672748,103.8530567
710 ANG MO KIO AVE 8,1.3710763,103.8482103
458 ANG MO KIO AVE 10,1.3666504,103.8595793
552 ANG MO KIO AVE 10,1.3723448,103.8567256
725 ANG MO KIO AVE 6,1.3727689,103.8469421
408 SIN MING AVE,1.3633439,103.834647
194 BISHAN ST 13,1.3482789,103.8513808
444 SIN MING AVE,1.3585944,103.832316
191 BT BATOK WEST AVE 6,1.3456207,103.7453242
2 DELTA AVE,1.291773,103.8280113
541 BT PANJANG RING RD,1.3825885,103.763381
791 CHOA CHU KANG NTH 6,1.3954785,103.7500281
790 CHOA CHU KANG NTH 6,1.3959955,103.7498703
665 CHOA CHU KANG CRES,1.4019529,103.7501645
664 CHOA CHU KANG CRES,1.4022811,103.7504813
690C CHOA CHU KANG CRES,1.4026579,103.7518617
415 COMMONWEALTH AVE WEST,1.3109617,103.7715967
336 CLEMENTI AVE 2,1.3166471,103.7691976
441A CLEMENTI AVE 3,1.3148376,103.7646326
41 CIRCUIT RD,1.3272177,103.8859897
56 PIPIT RD,1.3242037,103.8884362
11 PINE CL,1.3082125,103.8826354
649 HOUGANG AVE 8,1.3724233,103.8805496
362 HOUGANG AVE 5,1.3701345,103.8960478
837 HOUGANG CTRL,1.3693914,103.891653
918 HOUGANG AVE 9,1.3756476,103.8835659
923 HOUGANG AVE 9,1.376224,103.8828211
471B UPP SERANGOON CRES,1.3781143,103.9009254
470C UPP SERANGOON CRES,1.3785293,103.9010319
111 JURONG EAST ST 13,1.3387661,103.735569
239 JURONG EAST ST 21,1.3409328,103.7409092
226 JURONG EAST ST 21,1.3414013,103.7358405
60 TEBAN GDNS RD,1.3226974,103.7386224
523 JURONG WEST ST 52,1.3468317,103.7161587
157 YUNG LOH RD,1.3287367,103.7216633
322 TAH CHING RD,1.3370043,103.724618
517E JURONG WEST ST 52,1.3445622,103.7191219
517D JURONG WEST ST 52,1.3450366,103.7194389
649A JURONG WEST ST 61,1.3379636,103.6974699
658B JURONG WEST ST 65,1.3365174,103.7007727
197C BOON LAY DR,1.3443996,103.7136336
752 PASIR RIS ST 71,1.3778934,103.9346534
102B PUNGGOL FIELD,1.399207,103.905341
102A PUNGGOL FIELD,1.398897,103.9058942
102D PUNGGOL FIELD,1.3983645,103.9053397
105B EDGEFIELD PLAINS,1.397269,103.906206
107B EDGEFIELD PLAINS,1.3968255,103.9072085
176A EDGEFIELD PLAINS,1.3990094,103.9083036
172C EDGEDALE PLAINS,1.3954612,103.9123599
203A PUNGGOL FIELD,1.3985422,103.9038958
170B PUNGGOL FIELD,1.393351,103.914695
265C PUNGGOL WAY,1.4059715,103.8990307
19 QUEEN'S CL,1.2925122,103.8002085
82 STRATHMORE AVE,1.2947137,103.8087887
318 SEMBAWANG VISTA,1.4464351,103.819928
233 COMPASSVALE WALK,1.3893419,103.9006606
224B COMPASSVALE WALK,1.3882922,103.8980414
117C RIVERVALE DR,1.383378,103.903215
122D RIVERVALE DR,1.387091,103.905733
186A RIVERVALE DR,1.392916,103.905784
186D RIVERVALE DR,1.3933838,103.9053572
815 TAMPINES AVE 4,1.3473389,103.9374662
705 TAMPINES ST 71,1.3572962,103.9371942
709 TAMPINES ST 71,1.3580262,103.9375568
97 LOR 3 TOA PAYOH,1.3384568,103.8478616
153A LOR 1 TOA PAYOH,1.33368,103.845125
214 MARSILING LANE,1.4469445,103.7716832
782B WOODLANDS CRES,1.4471739,103.8031968
657 HOUGANG AVE 8,1.3738809,103.8819123
220 JURONG EAST ST 21,1.341099,103.7374697
103 AH HOOD RD,1.3277145,103.8442647
173B PUNGGOL FIELD,1.3965943,103.9099756
716 ANG MO KIO AVE 6,1.3714565,103.8458551
700A ANG MO KIO AVE 6,1.3699527,103.8461722
407 BEDOK NTH AVE 3,1.3284076,103.9336591
402 SIN MING AVE,1.362765,103.832646
405 SIN MING AVE,1.363014,103.834571
95 HAVELOCK RD,1.2884916,103.8329475
12 JLN BT MERAH,1.2874551,103.8070691
2C BOON TIONG RD,1.2869202,103.8328117
17A TELOK BLANGAH CRES,1.2773322,103.8213997
211 PETIR RD,1.3747433,103.7761461
604 SENJA RD,1.3810362,103.7624531
530 JELAPANG RD,1.3849971,103.7651916
622 SENJA RD,1.3858818,103.7612762
12 TECK WHYE LANE,1.3795367,103.7556637
337 CLEMENTI AVE 2,1.3159525,103.7690618
28 BALAM RD,1.3305808,103.8865333
7 PINE CL,1.3078482,103.8825408
109 JURONG EAST ST 13,1.3383251,103.7358405
201 JURONG EAST ST 21,1.336466,103.743104
533 JURONG WEST ST 52,1.3489178,103.7164759
330 TAH CHING RD,1.3378672,103.7242336
325 TAH CHING RD,1.3360609,103.7230793
50 COMMONWEALTH DR,1.3011602,103.7972203
45 LOR 5 TOA PAYOH,1.3358915,103.8539173
81 LOR 4 TOA PAYOH,1.3354684,103.8503861
36 LOR 5 TOA PAYOH,1.3348599,103.855095
10B LOR 7 TOA PAYOH,1.3372225,103.8583157
153 LOR 2 TOA PAYOH,1.3335964,103.8456739
163 GANGSA RD,1.3762961,103.76449
9 BEDOK STH AVE 2,1.3231216,103.9369223
164 GANGSA RD,1.3764769,103.7648974
537 BT PANJANG RING RD,1.3838364,103.7631094
723 CLEMENTI WEST ST 2,1.3031043,103.7634489
459 CLEMENTI AVE 3,1.3113525,103.7671606
21 TEBAN GDNS RD,1.3235867,103.7393361
807 KING GEORGE'S AVE,1.309387,103.861257
451A SENGKANG WEST WAY,1.3944327,103.874039
10 LOR 7 TOA PAYOH,1.3371227,103.8571807
717 CLEMENTI WEST ST 2,1.3032459,103.762371
18C HOLLAND DR,1.3104825,103.7917873
9A BOON TIONG RD,1.2869556,103.8286125
53 COMMONWEALTH DR,1.302188,103.7965865
312 HOUGANG AVE 5,1.3655151,103.8942624
122 HOUGANG AVE 1,1.3537146,103.8861709
111 HOUGANG AVE 1,1.3548724,103.8885268
259 ANG MO KIO AVE 2,1.3685541,103.8315806
609 ANG MO KIO AVE 4,1.3792723,103.8376122
618 ANG MO KIO AVE 4,1.3780961,103.8382463
253 ANG MO KIO ST 21,1.3697648,103.8345326
619 ANG MO KIO AVE 4,1.3785357,103.8382463
2 CHAI CHEE RD,1.3269352,103.9225106
62 CHAI CHEE RD,1.3254793,103.9212417
668 JLN DAMAI,1.333454,103.9086442
102 BT BATOK WEST AVE 6,1.3477138,103.7475197
201 BT BATOK ST 21,1.3457336,103.7479719
103 BT BATOK CTRL,1.3482234,103.748063
110 BT BATOK WEST AVE 6,1.3475772,103.7457999
172 BT BATOK WEST AVE 8,1.345702,103.7407306
7 KIM TIAN PL,1.2835152,103.8270061
429 CHOA CHU KANG AVE 4,1.3827992,103.7401172
509 CHOA CHU KANG ST 51,1.3880506,103.7417238
510 CHOA CHU KANG ST 51,1.3880707,103.7414296
513 CHOA CHU KANG ST 51,1.3897874,103.7425158
613 CHOA CHU KANG ST 62,1.4006486,103.7444392
607 CHOA CHU KANG ST 62,1.3988909,103.7439867
612 CHOA CHU KANG ST 62,1.4000634,103.7441677
619 CHOA CHU KANG NTH 7,1.4002634,103.7475168
786 CHOA CHU KANG DR,1.395123,103.748603
613 CLEMENTI WEST ST 1,1.303666,103.7677038
412 EUNOS RD 5,1.3182973,103.8991316
413 EUNOS RD 5,1.3184381,103.8987664
302 HOUGANG AVE 5,1.3686049,103.894598
135 LOR AH SOO,1.3501237,103.8867146
309 JURONG EAST ST 32,1.3476438,103.7342142
312 JURONG EAST ST 32,1.346997,103.7320419
320 JURONG EAST ST 31,1.348248,103.7310467
316 JURONG EAST ST 32,1.3465929,103.732268
324 JURONG EAST ST 31,1.3486216,103.7297796
331 JURONG EAST AVE 1,1.3509618,103.7305039
401 JURONG WEST ST 42,1.3534462,103.7215593
552 JURONG WEST ST 42,1.352836,103.717986
416 JURONG WEST ST 42,1.3525021,103.7258622
539 JURONG WEST AVE 1,1.3509698,103.7163857
443 JURONG WEST AVE 1,1.3518901,103.7203675
415 JURONG WEST ST 42,1.3528734,103.7250024
436 JURONG WEST AVE 1,1.3520927,103.7229014
452 JURONG WEST ST 42,1.3515919,103.718326
426 JURONG WEST AVE 1,1.3516514,103.7247117
444 JURONG WEST AVE 1,1.352045,103.7193687
437 JURONG WEST AVE 1,1.3518704,103.7238065
555 JURONG WEST ST 42,1.3536611,103.7186447
836 JURONG WEST ST 81,1.3425961,103.6933981
736 JURONG WEST ST 75,1.3461453,103.7017252
735 JURONG WEST ST 75,1.3460202,103.7012048
261 BOON LAY DR,1.3456701,103.7079687
858 JURONG WEST ST 81,1.3483465,103.6961221
107 JLN RAJAH,1.3279799,103.855095
103 JLN RAJAH,1.3274024,103.8528283
115 WHAMPOA RD,1.3265575,103.857473
213 PASIR RIS ST 21,1.3684269,103.961761
185 PASIR RIS ST 11,1.3656557,103.9598572
192 PASIR RIS ST 12,1.366338,103.9590186
212 PASIR RIS ST 21,1.3678288,103.9607411
216 PASIR RIS ST 21,1.3690908,103.9609451
188 PASIR RIS ST 12,1.3654582,103.9591999
145 PASIR RIS ST 11,1.363252,103.9608318
140 PASIR RIS ST 11,1.363829,103.9592226
138 PASIR RIS ST 11,1.3634044,103.9598345
611 ELIAS RD,1.3751328,103.9424517
612 ELIAS RD,1.3746776,103.9420211
141 PASIR RIS ST 11,1.3641967,103.9589506
613 ELIAS RD,1.3751211,103.9413413
114 TAMPINES ST 11,1.345967,103.9468029
926 TAMPINES ST 91,1.3458565,103.9406388
142 TAMPINES ST 12,1.348711,103.944656
260 TAMPINES ST 21,1.3546583,103.9500663
912 TAMPINES ST 91,1.349451,103.9392791
922 TAMPINES ST 91,1.3474662,103.9407294
288 TAMPINES ST 22,1.3487394,103.9544256
903 TAMPINES AVE 4,1.3509856,103.9397323
162 TAMPINES ST 12,1.3499173,103.9471655
165 TAMPINES ST 12,1.3492644,103.9461683
932 TAMPINES ST 91,1.3455685,103.9398229
127 TAMPINES ST 11,1.3452369,103.9503486
126 TAMPINES ST 11,1.345796,103.950313
279 TAMPINES ST 22,1.3463433,103.9512902
278 TAMPINES ST 22,1.3468188,103.9513355
386 TAMPINES ST 32,1.3548212,103.9586726
491G TAMPINES ST 45,1.3634385,103.9544396
484 TAMPINES ST 43,1.361307,103.952521
390 TAMPINES AVE 7,1.3561324,103.957704
842E TAMPINES ST 82,1.3517982,103.9384633
842G TAMPINES ST 82,1.352196,103.937262
842F TAMPINES ST 82,1.35198,103.937852
349 TAMPINES ST 33,1.3533186,103.963189
14 JOO SENG RD,1.33583,103.879775
301 WOODLANDS ST 31,1.4316695,103.77328
174 WOODLANDS ST 13,1.4333178,103.7777532
175 WOODLANDS ST 13,1.4336114,103.7777532
139 MARSILING RD,1.4377246,103.7773005
420 WOODLANDS ST 41,1.4281446,103.774607
419 WOODLANDS ST 41,1.4285115,103.774607
875 WOODLANDS ST 82,1.442493,103.7895141
844 WOODLANDS AVE 4,1.4439215,103.7931682
793 YISHUN RING RD,1.4202674,103.8319902
848 YISHUN ST 81,1.4162387,103.8350761
846 YISHUN RING RD,1.4167918,103.8345779
204 BISHAN ST 23,1.3549987,103.8474093
140 LOR AH SOO,1.3525618,103.883728
551 JURONG WEST ST 42,1.3523521,103.7169253
106 TAMPINES ST 11,1.3475719,103.9477094
167 WOODLANDS ST 11,1.4335491,103.7759424
342 WOODLANDS AVE 1,1.4319577,103.7811258
317 ANG MO KIO ST 31,1.3656625,103.8469421
1 CHAI CHEE RD,1.3280646,103.9225418
650 JLN TENAGA,1.3319051,103.9075794
234 BISHAN ST 22,1.3584894,103.8460363
213 BISHAN ST 23,1.3571573,103.8483915
216 BISHAN ST 23,1.3564017,103.8492294
115 BT BATOK WEST AVE 6,1.3491477,103.7465696
202 BT BATOK ST 21,1.3463897,103.7485152
9 JLN RUMAH TINGGI,1.2891029,103.8083586
8 KIM TIAN PL,1.2831539,103.8272938
6 KIM TIAN RD,1.2840803,103.8273999
7 TECK WHYE AVE,1.3815225,103.7545774
440 FAJAR RD,1.3835391,103.7699897
513 JELAPANG RD,1.3879,103.7677008
507 JELAPANG RD,1.386594,103.7679075
614 SENJA RD,1.3844904,103.7610046
17 TOH YI DR,1.3398004,103.7724115
118 TECK WHYE LANE,1.3799337,103.7505039
228 CHOA CHU KANG CTRL,1.3809835,103.7465211
117 TECK WHYE LANE,1.3796362,103.7512281
119 TECK WHYE LANE,1.3792739,103.7505039
424 CHOA CHU KANG AVE 4,1.3814602,103.7402756
225 CHOA CHU KANG CTRL,1.3812858,103.7449823
249 CHOA CHU KANG AVE 2,1.3795959,103.7456159
277 CHOA CHU KANG AVE 2,1.3800416,103.7446203
130 CHOA CHU KANG AVE 1,1.3814737,103.7504134
550 CHOA CHU KANG ST 52,1.3939289,103.7428326
540 CHOA CHU KANG ST 52,1.3928786,103.7437151
508 CHOA CHU KANG ST 51,1.3887547,103.7414865
506 CHOA CHU KANG ST 51,1.389056,103.742199
751 CHOA CHU KANG NTH 5,1.3924687,103.7479015
546 CHOA CHU KANG ST 52,1.3930467,103.7431946
567 CHOA CHU KANG ST 52,1.3948458,103.7458875
515 CHOA CHU KANG ST 51,1.3902239,103.7434959
701 CHOA CHU KANG ST 53,1.3916351,103.7462722
608 CHOA CHU KANG ST 62,1.3984471,103.7446203
683B CHOA CHU KANG CRES,1.403871,103.745858
683A CHOA CHU KANG CRES,1.4037962,103.7455254
340 CLEMENTI AVE 5,1.3183329,103.7704346
204 CLEMENTI AVE 6,1.320908,103.7631999
203 CLEMENTI AVE 6,1.320819,103.7622449
105 ALJUNIED CRES,1.3195167,103.8827712
110 ALJUNIED CRES,1.3199444,103.8844051
126 ALJUNIED RD,1.3238242,103.8822028
340 UBI AVE 1,1.3263978,103.9013943
134 GEYLANG EAST AVE 1,1.315949,103.8859029
43A SIMS DR,1.3168065,103.8765692
92A PIPIT RD,1.3232572,103.8876207
320 HOUGANG AVE 5,1.366379,103.898155
325 HOUGANG AVE 7,1.3675372,103.8986531
310 HOUGANG AVE 5,1.3663252,103.8961384
156 HOUGANG ST 11,1.35267,103.879619
416 HOUGANG AVE 10,1.375629,103.8959572
251 HOUGANG AVE 3,1.3600535,103.8916077
513 HOUGANG AVE 10,1.3721471,103.8896899
612 HOUGANG AVE 8,1.3696117,103.8853554
531 HOUGANG AVE 6,1.3758094,103.8902484
432 HOUGANG AVE 6,1.3765986,103.8930575
553 HOUGANG ST 51,1.3792025,103.8903092
434 HOUGANG AVE 8,1.3765194,103.8940543
423 HOUGANG AVE 6,1.3744498,103.8940769
552 HOUGANG ST 51,1.3788,103.8904
542 HOUGANG AVE 8,1.3771308,103.8919085
452 HOUGANG AVE 10,1.3786196,103.8963258
363 HOUGANG AVE 5,1.3701323,103.8964103
549 HOUGANG ST 51,1.378166,103.891271
566 HOUGANG ST 51,1.3812945,103.8886906
361 HOUGANG AVE 5,1.3694025,103.8959572
173 HOUGANG AVE 1,1.3502585,103.888708
166 HOUGANG AVE 1,1.3512862,103.888255
576 HOUGANG AVE 4,1.3783225,103.8865333
914 HOUGANG ST 91,1.3775487,103.8842001
941 HOUGANG ST 92,1.3735793,103.8791686
936 HOUGANG ST 92,1.3747692,103.8800069
962 HOUGANG AVE 9,1.3777853,103.878288
950 HOUGANG ST 91,1.3756626,103.8787704
963 HOUGANG AVE 9,1.3771281,103.8779256
698A HOUGANG ST 61,1.3753138,103.8873489
952 HOUGANG AVE 9,1.3752981,103.8776538
956 HOUGANG ST 91,1.3767487,103.8788289
976 HOUGANG ST 91,1.3772591,103.8802787
980B BUANGKOK CRES,1.3795683,103.8809668
979B BUANGKOK CRES,1.3795331,103.8792821
984C BUANGKOK LINK,1.3824569,103.881278
305 JURONG EAST ST 32,1.3454573,103.7355035
263 JURONG EAST ST 24,1.3443435,103.7413186
